Year,Rank,Time,"Surname, first name "
2019,94,29:19:12 h ," Stimpfle, Johannes"
2019,95,29:22:26 h ," Gapihan, Pierre"
2019,96,29:23:16 h ," Doi, Takashi"
2019,97,29:25:46 h ," Butcher, Charlie"
2019,98,29:31:11 h ," Yu, Yun-Hui"
2019,99,29:31:16 h ," Miel, Antoine"
2019,100,29:32:14 h ," Hanaoka, Naoyoshi"
2019,101,29:35:04 h ," Swiderek, Jacek"
2019,102,29:35:14 h ," Bourgeteau, Guillaume"
2019,103,29:37:23 h ," Margeirsdottir, Elisabet"
2019,104,29:39:54 h ," Heward, Samuel"
2019,105,29:44:35 h ," Pennequin, Nicolas"
2019,106,29:47:59 h ," Wamster, David"
2019,107,29:49:45 h ," Montes Lombao, Ivan"
2019,108,29:51:13 h ," Hall, Cordis"
2019,109,29:51:55 h ," Bonnard, Julien"
2019,110,29:57:21 h ," Elezovic, Erik"
2019,111,30:03:37 h ," Oravamäki, Maija"
2019,111,30:03:37 h ," Vinco, Giulia"
2019,113,30:08:57 h ," Santos, Nuno"
2019,114,30:10:21 h ," Alvarez Gonzalez, Jorge"
2019,115,30:10:22 h ," Berruel, Xavier"
2019,116,30:14:55 h ," Greig, Kyle"
2019,117,30:17:21 h ," Fornoni, Daniele"
2019,118,30:18:10 h ," Cachard, Olivier"
2019,119,30:18:32 h ," Norton, Howard"
2019,120,30:19:48 h ," Brand, Naomi"
2019,121,30:20:20 h ," Levesque, Anthony"
2019,122,30:20:33 h ," Rebeyrotte, Pascal"
2019,123,30:22:40 h ," Aparicio Rebelles, Javi"
2019,124,30:26:59 h ," Morin, Olivier"
2019,125,30:30:21 h ," Kaburaki, Tsuyoshi"
2019,126,30:31:19 h ," Ruiz Velez, Domingo"
2019,127,30:33:58 h ," Baykova, Yulia"
2019,128,30:35:07 h ," Koponen, Tuomas"
2019,129,30:36:45 h ," Baker, Loren"
2019,130,30:42:35 h ," Laving, Jean-Marc"
2019,131,30:43:07 h ," Vicente Gonzalez, Carlos"
2019,132,30:43:23 h ," Roze, Thomas"
2019,133,30:44:07 h ," Frankowski, Michal"
2019,134,30:45:14 h ," Kirillov, Pavel"
2019,135,30:46:42 h ," de Sousa Diogo, Leonardo"
2019,136,30:47:00 h ," Barger, Dan"
2019,137,30:47:07 h ," Zarecki, Lukasz"
2019,138,30:47:12 h ," Clerc, Christophe"
2019,139,30:48:55 h ," Perez Bergado, Aitor"
2019,140,30:50:05 h ," Pajean, Patrice"
2019,141,30:51:28 h ," Biard, Antoine"
2019,142,30:57:00 h ," Chataway, Matthew"
2019,143,31:05:48 h ," Bessin, Pascal"
2019,144,31:06:26 h ," Blanchet, Juliette"
2019,145,31:08:06 h ," Jones, Dominic"
2019,146,31:13:52 h ," Liu, Fo-Lok"
2019,147,31:23:30 h ," Cachard, Sabrina"
2019,148,31:24:50 h ," Fonseca, Mario"
2019,149,31:27:11 h ," Alexandru, Nicolae"
2019,150,31:28:37 h ," Aydin, Ugur Vahtettin"
2019,151,31:28:54 h ," Pettersson, Andreas"
2019,152,31:29:24 h ," Jermann, Sandro"
2019,153,31:30:53 h ," Marmet, Nicholas"
2019,154,31:30:57 h ," Cancelo Barbeito, Fernando"
2019,155,31:31:01 h ," Emmerson, Kellie"
2019,156,31:32:13 h ," Kohata, Teishu"
2019,157,31:32:21 h ," Redfern, Stephen"
2019,158,31:35:49 h ," Davies, Robin"
2019,159,31:37:23 h ," Desbos, Nicolas"
2019,160,31:37:24 h ," Goudard, Sebastien"
2019,161,31:38:09 h ," Damesin, Julien"
2019,162,31:38:48 h ," Robert, Merile"
2019,163,31:40:31 h ," Bonfante, Marco"
2019,164,31:41:59 h ," Deleze, Julien"
2019,165,31:44:28 h ," Mermet-Burnet, Cedric"
2019,166,31:46:21 h ," Kotka, Mimmi"
2019,167,31:46:53 h ," Malherbe, Martin"
2019,168,31:48:10 h ," Cussot, Sylvaine"
2019,169,31:48:13 h ," Schlöffel, Janko"
2019,170,31:50:46 h ," Capraro, Paolo"
2019,171,31:51:52 h ," Salom, Olivier"
2019,172,31:52:10 h ," Duarte, Cesar"
2019,173,31:52:30 h ," Pawlowski, Tomasz"
2019,174,31:58:09 h ," Garcia Gutierrez, Miguel Angel"
2019,175,32:02:28 h ," Farioli, Alberto"
2019,176,32:04:08 h ," Woodier, Tim"
2019,177,32:04:09 h ," Silva, Helder"
2019,178,32:05:18 h ," Harvey, David"
2019,179,32:13:59 h ," Saunders, Steven"
2019,180,32:15:17 h ," Demange, Olivier"
2019,181,32:17:30 h ," Mievre, Sebastien"
2019,182,32:21:59 h ," de Oliveira Simoes, Susana Paula"
2019,183,32:22:59 h ," Li, Hai-Feng"
2019,184,32:25:18 h ," Boas, Xavier"
2019,185,32:27:06 h ," McRae, Sally"
2019,186,32:28:11 h ," Leppälä, Mika"
2019,187,32:28:26 h ," Da Mouta, Cyril"
2019,188,32:31:06 h ," Gry, Nicolas"
2019,189,32:33:39 h ," Vila Ariza, Jordi"
2019,190,32:33:42 h ," Lazaro Llorens, Marti"
2019,191,32:36:43 h ," Iglesias Lobato, Victor"
2019,192,32:38:00 h ," Zheng, Li-Ping"
2019,193,32:39:36 h ," Bardot-Brard, Matthieu"
2019,194,32:40:56 h ," Saranpää, Teemu"
2019,195,32:43:13 h ," Karli, Benjamin"
2019,196,32:47:01 h ," Darrieutort, Xavier"
2019,197,32:49:38 h ," Ly, Alexandre"
2019,198,32:49:50 h ," Kurdija, Zoran"
2019,199,32:49:55 h ," Godefroid, Emmanuel"
2019,200,32:50:06 h ," Witibschlager, Philipp"
2019,201,32:51:00 h ," Ablorh, Titus"
2019,202,32:51:59 h ," Boifava, Alessandra"
2019,203,32:52:04 h ," Mullins, Brian"
2019,204,32:52:57 h ," Azorin Molina, Jose Antonio"
2019,205,32:53:00 h ," Robinson, Jason Paul"
2019,205,32:53:00 h ," Nicolai, Jason"
2019,207,32:53:01 h ," Kent, Justin"
2019,208,32:53:03 h ," Castro-Wooldridge, Simon"
2019,209,32:54:55 h ," Michenet, Florian"
2019,210,32:54:58 h ," Croset, Sacha"
2019,211,32:56:34 h ," Poupinet, Benoit"
2019,212,32:56:45 h ," Longet, Damien"
2019,213,33:00:41 h ," Takashima, Yukako"
2019,214,33:11:15 h ," Viltrouve, Emmanuel"
2019,215,33:12:26 h ," Mallofre Abante, Aleix"
2019,216,33:14:57 h ," Uro Mompel, Jordi"
2019,217,33:15:05 h ," Inanaga, Yusuke"
2019,218,33:18:26 h ," Cousin, Fabien"
2019,219,33:21:09 h ," Belles Belles, Eva"
2019,220,33:23:27 h ," Patterson, Darryn"
2019,221,33:25:40 h ," van Binsbergen, Arjan"
2019,222,33:25:41 h ," Bourdon, Etienne"
2019,223,33:27:02 h ," Studeny, Lubomir"
2019,224,33:27:44 h ," Shinohara, Naoya"
2019,225,33:28:56 h ," Mori, Yoshihiro"
2019,226,33:29:17 h ," Chauvet, Guillaume"
2019,227,33:30:37 h ," Juschka, Jordane"
2019,228,33:31:03 h ," de la Cruz Figueroa, Carlos"
2019,229,33:34:22 h ," Gathier, Flavien"
2019,230,33:34:56 h ," Iglesias Pereira, Jose Javier"
2019,231,33:35:02 h ," Espelleta Casinos, Gustavo"
2019,232,33:36:32 h ," Chen, Peng-Chung"
2019,233,33:37:00 h ," Chamweha, Poomiphat"
2019,234,33:37:23 h ," Le Peih, Fabien"
2019,235,33:37:37 h ," Gnemmi, Julien"
2019,236,33:39:32 h ," Bourgeois, Jean-Baptiste"
2019,237,33:42:31 h ," Gerain, Thomas"
2019,238,33:43:18 h ," Perruquet, Rudy"
2019,239,33:43:37 h ," Medeiros, Andre"
2019,240,33:44:40 h ," Watanabe, Takahiro"
2019,241,33:47:47 h ," Larsson, Bo"
2019,242,33:48:08 h ," Eng, Erik"
2019,243,33:48:15 h ," Barrionuevo, Nery Jose"
2019,244,33:48:41 h ," Aubertin, Thibault"
2019,245,33:49:35 h ," Bökman, Jakob"
2019,246,33:52:26 h ," Godineau, Edouard"
2019,247,33:54:51 h ," Eisenhuth, Pierre"
2019,248,33:55:34 h ," Romand, Cyrille"
2019,249,33:56:12 h ," Kostrzeva, Fabien"
2019,250,33:56:28 h ," Janvier, Arnaud"
2019,251,33:57:39 h ," Tapiero, Julien"
2019,252,33:59:59 h ," Bertino, Chiara"
2019,253,34:00:04 h ," Garcia Alonso, Andoni"
2019,254,34:01:44 h ," Urquiola Garcia, Mikel"
2019,255,34:01:56 h ," Kwan, Yee-Ting (Chris)"
2019,256,34:02:03 h ," Billaud, Fabien"
2019,257,34:11:05 h ," Deliivanov, Veselin"
2019,258,34:14:37 h ," Vioud, Jerome"
2019,259,34:14:39 h ," Costa Rodrigues, Armenio Manuel"
2019,260,34:14:46 h ," Toda, Yoshiki"
2019,261,34:17:07 h ," Watson, Alistair"
2019,262,34:17:16 h ," Rialland, Mickael"
2019,262,34:17:16 h ," Nakamura, Sean"
2019,264,34:18:25 h ," Naka, Masahiro"
2019,265,34:26:07 h ," Maitre, Christophe"
2019,266,34:28:51 h ," Delemontez, Didier"
2019,267,34:29:13 h ," Kobayashi, Jun"
2019,268,34:31:53 h ," Takikawa, Jiro"
2019,269,34:31:55 h ," Ueno, Akio"
2019,270,34:32:59 h ," Gingreau, Jerome"
2019,271,34:33:24 h ," Nilsson, Daniel"
2019,272,34:33:53 h ," Jullien, David"
2019,273,34:34:26 h ," Andres, Philippe"
2019,274,34:35:14 h ," Schaeffer, Guillaume"
2019,275,34:35:49 h ," Lagarenne, Alexandre"
2019,276,34:36:30 h ," Pineda Cabrera, Carlos"
2019,277,34:37:02 h ," Boudet, Adrien"
2019,278,34:39:34 h ," Le Saux, Yann"
2019,279,34:44:49 h ," Moreau, Thierry"
2019,280,34:45:16 h ," Bouchet, Sebastien"
2019,281,34:45:46 h ," Hutchinson, George-Brian"
2019,282,34:47:47 h ," Le Fichant, Yohann"
2019,283,34:47:56 h ," Nonorgue, Christophe"
2019,284,34:48:12 h ," Makowski, Michal"
2019,285,34:48:21 h ," de Colombe, Godefroy"
2019,286,34:48:41 h ," Vankat, Honza"
2019,287,34:48:50 h ," Dufoin, Florian"
2019,288,34:49:02 h ," Goncalves, Ricardo"
2019,289,34:53:41 h ," Costecalde, Sebastien-Yanni"
2019,290,34:53:44 h ," Calmels, Stephan"
2019,291,34:58:34 h ," Toutain, Laurent"
2019,292,35:01:33 h ," Reid, Alexander"
2019,293,35:03:28 h ," Isabelle, Teddy"
2019,294,35:03:38 h ," Isabelle, Anthony"
2019,295,35:04:45 h ," Oda, Katsuya"
2019,296,35:05:03 h ," Gilbert, Dustin"
2019,297,35:05:33 h ," Charbonnel, Pierre-Antoine"
2019,298,35:06:32 h ," Adijans, Kaspars"
2019,299,35:06:33 h ," Dougherty, Noah"
2019,300,35:08:07 h ," Prost, Geraldine"
2019,301,35:09:22 h ," Bourgoin, Gilles"
2019,302,35:10:15 h ," Wright, Derek"
2019,303,35:11:37 h ," Le Guern, Vincent"
2019,304,35:12:27 h ," Yokoyama, Minehiro"
2019,305,35:13:08 h ," Guedat, Laurent"
2019,306,35:14:06 h ," Eidsmo, Bjørnar"
2019,307,35:14:19 h ," Forster, Claudia"
2019,308,35:14:53 h ," Chernyshev, Aleksei"
2019,309,35:17:54 h ," Cowley, Christopher"
2019,310,35:18:22 h ," Li, Bin"
2019,311,35:18:32 h ," Vitry, Florent"
2019,312,35:20:04 h ," Lian, Lingling"
2019,313,35:20:35 h ," Player, James"
2019,314,35:20:54 h ," Socquet, Cyprien"
2019,315,35:21:35 h ," Moreira de Pinho, Nuno Jorge"
2019,316,35:22:51 h ," Dupuich, Cedric"
2019,317,35:23:14 h ," Casero Mosquera, Demetrio"
2019,318,35:24:59 h ," Rodriguez Gamez, Rudy"
2019,319,35:25:21 h ," Gelisse, Nicolas"
2019,320,35:26:50 h ," Poulin, Stephane"
2019,321,35:28:12 h ," Gimeno Haro, Ruben"
2019,322,35:28:33 h ," Stepanovic, Adam"
2019,323,35:30:34 h ," Pattein, Laurence"
2019,324,35:35:37 h ," Arnoux, Alexandre"
2019,325,35:39:04 h ," Lucanu, Adrian"
2019,326,35:40:16 h ," Marchuk, Illia"
2019,327,35:41:06 h ," Qi, Min"
2019,328,35:43:43 h ," Ottoni Porto, Francisco"
2019,329,35:43:47 h ," Morier, Janry"
2019,330,35:44:39 h ," McDowall, Andrew"
2019,331,35:45:01 h ," Lidoyne, Bertrand"
2019,332,35:46:13 h ," Wallace, Scott"
2019,333,35:46:23 h ," Boller, Holger"
2019,334,35:46:42 h ," Canito Alves da Silva, Cesar Manuel"
2019,335,35:47:00 h ," Cerutti, Guillaume"
2019,336,35:47:16 h ," Navidad Gonzalez, Juan Angel"
2019,337,35:47:17 h ," Sargues Bort, Juan Miguel"
2019,338,35:48:07 h ," Delpech, Matthieu"
2019,339,35:49:17 h ," Le Roy, Julien"
2019,340,35:49:36 h ," Flemr, Matyas"
2019,341,35:50:24 h ," Koh, Liang-Yeong (Alex)"
2019,342,35:50:50 h ," Kwong, Hoi-Tik"
2019,343,35:50:59 h ," Cholewa, Zbigniew"
2019,344,35:51:07 h ," Nikolcheva, Boryana"
2019,345,35:51:08 h ," Lau, Chun-Man"
2019,346,35:51:47 h ," Zhao, Bing"
2019,347,35:51:49 h ," Xie, Wen-Fei"
2019,348,35:54:31 h ," Hoff, Jeremy"
2019,349,35:54:56 h ," Shigehara, Masayuki"
2019,350,35:56:13 h ," Lourenco, Alexandre"
2019,351,35:57:40 h ," Riefenberg, Dan"
2019,351,35:57:40 h ," Pelletier, Samuel"
2019,353,35:57:47 h ," Rouiller, Vincent"
2019,354,35:57:52 h ," Reinwald, Michael"
2019,355,35:58:06 h ," Deconihout, Jacky"
2019,356,35:58:58 h ," Barlian, Andre"
2019,357,36:00:23 h ," Bouix, Julien"
2019,358,36:01:08 h ," Maillard, Yoann"
2019,359,36:02:30 h ," Colin, Olivier"
2019,360,36:08:09 h ," Bouyer, Fabien"
2019,361,36:10:07 h ," Bagale, Dinanath"
2019,362,36:10:24 h ," Schumacker, Loic"
2019,363,36:10:33 h ," Labrot, Philippe"
2019,364,36:14:00 h ," Rzeszutko, Maciej"
2019,365,36:15:09 h ," Chan, Man-Ha (Samantha)"
2019,366,36:16:19 h ," Kosyk, Steeve"
2019,367,36:19:01 h ," Ezama Iraola, Iker"
2019,368,36:20:13 h ," Camus, Renaud"
2019,369,36:21:28 h ," Guilhem, Jean"
2019,370,36:22:11 h ," Bluy, Antoine"
2019,371,36:23:34 h ," Carrera, Nicola"
2019,372,36:23:39 h ," Camenisch, Thomas"
2019,373,36:24:53 h ," Sarobert, Cyril"
2019,374,36:27:03 h ," Molina Lopez, Jesus"
2019,375,36:27:13 h ," Jacono, David"
2019,376,36:28:23 h ," Järlstig, Andreas"
2019,377,36:28:34 h ," van Acker, Emmanuel"
2019,378,36:30:23 h ," Michellod, Benoit"
2019,379,36:30:27 h ," Paura, Alessandro"
2019,380,36:31:19 h ," Agnel, Franck"
2019,381,36:31:57 h ," Montgomery-Smith, Philip"
2019,382,36:32:27 h ," Saft, Aaron"
2019,383,36:32:30 h ," Smith, Darian"
2019,384,36:32:34 h ," Doat, Pierre"
2019,385,36:33:06 h ," Roskovics, Nikolaj (Miklos)"
2019,386,36:33:51 h ," Baddiley, Nicolas"
2019,387,36:35:24 h ," Angeli, Pierugo"
2019,388,36:35:39 h ," Poirot, Johan"
2019,389,36:37:05 h ," Malis, Julien"
2019,390,36:39:34 h ," Parolari, Mattia"
2019,391,36:41:18 h ," Marcil, Simon"
2019,392,36:42:16 h ," Yanez Beas, Daniel"
2019,393,36:42:49 h ," Moreno-Arrones Marti, Esteban"
2019,394,36:43:21 h ," Pott, Julien"
2019,395,36:43:34 h ," Bouscasse, Mathieu"
2019,396,36:44:44 h ," Leger, Arnaud"
2019,397,36:45:04 h ," Robinson, Peter Iain"
2019,398,36:45:30 h ," Vassaux, Stephane"
2019,399,36:45:47 h ," Dubecq, Nicolas"
2019,400,36:46:08 h ," Poprawski, Pawel"
2019,401,36:46:10 h ," Boue, Anthony"
2019,402,36:46:14 h ," Caballero Alvarez, Gonzalo"
2019,403,36:47:20 h ," Levchenko, Nikita"
2019,404,36:48:25 h ," Julia Carceller, Gina"
2019,405,36:49:05 h ," Pulcini, Giorgio"
2019,406,36:50:36 h ," Stewart, Doug"
2019,407,36:51:12 h ," Bouiges, Christophe"
2019,408,36:52:22 h ," Dziubinski, Michal"
2019,409,36:52:59 h ," Cardona Gomez, Encarna"
2019,410,36:53:36 h ," Samain, Anthony"
2019,411,36:53:42 h ," Batho, David"
2019,412,36:54:20 h ," Annaloro, Christophe"
2019,413,36:54:26 h ," Lechanteur, Denis"
2019,414,36:56:27 h ," Pianton, Nicolas"
2019,415,36:56:48 h ," Vieira Mendes, Joao"
2019,416,36:57:26 h ," Jacquot, Brice"
2019,417,36:57:43 h ," Arana Arexolaleiba, Aitor"
2019,418,36:57:47 h ," Li, Hong-Xia"
2019,419,36:59:00 h ," Chen, Yang"
2019,420,37:01:17 h ," Bonora, Mikael"
2019,421,37:02:40 h ," Despesse, Jean-Marie"
2019,422,37:02:47 h ," Wait, Isaac"
2019,423,37:03:27 h ," Chaffard, Roland"
2019,424,37:03:28 h ," Chetta, David"
2019,425,37:03:32 h ," Fierro Vargas, Paola Andrea"
2019,426,37:05:52 h ," Lopez Pinel, Cesar"
2019,427,37:07:03 h ," Deri, Philippe"
2019,428,37:07:07 h ," Vesseau, Damien"
2019,429,37:07:12 h ," Pambet, Matthieu"
2019,430,37:07:18 h ," Puerta Redondo, Oscar"
2019,431,37:08:02 h ," Cebula, Leszek"
2019,432,37:08:38 h ," Alonso Fernandez, Roberto"
2019,433,37:10:02 h ," Nonaga, Takehiro"
2019,434,37:10:27 h ," Nowicki, Franck"
2019,435,37:14:01 h ," de Montbel, Hugues"
2019,436,37:15:03 h ," Sikorski, Marcin"
2019,437,37:15:15 h ," Wagner, Thomas"
2019,438,37:15:50 h ," Gueyte, Sebastien"
2019,439,37:17:15 h ," Teijeiro Lopez, Pablo"
2019,440,37:17:25 h ," Blegvad-Nissen, Jesper"
2019,441,37:18:25 h ," Fukuda, Yutaka"
2019,442,37:18:34 h ," Dokphrom, Phithak"
2019,443,37:19:43 h ," Smith, Jean-Will"
2019,444,37:20:28 h ," Sanagustin Agustin, Francisco Javier"
2019,445,37:20:30 h ," Perdigao, Sergio"
2019,446,37:20:54 h ," Patzsch, Ronny"
2019,447,37:22:14 h ," Barbosa dos Santos, Jose Fernando"
2019,448,37:22:52 h ," Simone, Angelo"
2019,448,37:22:52 h ," Bottero, Francesco"
2019,450,37:24:09 h ," Vorlet, Michel"
2019,451,37:24:12 h ," Cros, Maxime"
2019,452,37:24:17 h ," Dechnik, Pierre"
2019,453,37:24:57 h ," Bremze, Edgars"
2019,454,37:27:26 h ," Lopez Garcia, Rafael"
2019,455,37:27:29 h ," Pastor Corredor, Juan Antonio"
2019,456,37:27:30 h ," Sanchez Parra, Felix"
2019,456,37:27:30 h ," Cambon, Jeremy"
2019,458,37:27:36 h ," Sato, Tomohiro"
2019,459,37:27:54 h ," Richardson, Michael"
2019,460,37:28:06 h ," Langlois, Pascal"
2019,461,37:29:17 h ," Mall, Mustapha"
2019,462,37:30:06 h ," Hankus, Pawel"
2019,463,37:31:18 h ," O'Connor, Richard"
2019,464,37:31:51 h ," Rigault, Julien"
2019,465,37:33:33 h ," Hocquaux, Christian"
2019,466,37:34:23 h ," Jamrozik, Zbigniew"
2019,467,37:34:44 h ," Lesnik, Renato"
2019,468,37:36:18 h ," Langard, Jean-Michel"
2019,469,37:36:33 h ," Crouin, Mickael"
2019,470,37:37:52 h ," Vicent Marchan, Jose Vicente"
2019,471,37:38:50 h ," Blanc, Frederic"
2019,471,37:38:50 h ," Chateau, Frederic"
2019,473,37:39:00 h ," Cherviakov, Aleksandr"
2019,474,37:39:24 h ," Janiec, Mateusz"
2019,475,37:39:58 h ," Cao, Ivan"
2019,476,37:40:54 h ," Zych, David"
2019,477,37:41:16 h ," Collini, Isacco"
2019,478,37:41:47 h ," Mathelin, Cyriaque"
2019,479,37:42:33 h ," Pujol, Marc"
2019,480,37:43:26 h ," Pokrevskii, Aleksei"
2019,480,37:43:26 h ," Jimenez Roqhuett, Marcelo"
2019,482,37:43:34 h ," Giroud, Philippe"
2019,483,37:44:34 h ," Le Noir de Carlan, Baptiste"
2019,484,37:45:38 h ," Franco, Vincent"
2019,485,37:45:47 h ," Kaus, Alexander"
2019,486,37:46:14 h ," Toulon, Xavier"
2019,487,37:46:51 h ," Thomas, Fabrice"
2019,488,37:46:59 h ," Courchinoux, Michel"
2019,489,37:47:04 h ," Rodriguez Seoane, Raul"
2019,490,37:47:06 h ," Savaci Armador, Aylin"
2019,491,37:47:09 h ," Gantes De Diego, Ivan"
2019,492,37:47:16 h ," Campa, Matjaz"
2019,493,37:47:20 h ," Pinillos Bringas, Mikel"
2019,494,37:47:33 h ," Malmström, Christian"
2019,495,37:48:45 h ," Legowski, Jakub"
2019,495,37:48:45 h ," Pasiecznik, Milosz"
2019,497,37:48:58 h ," Aubague, Raphael"
2019,498,37:50:36 h ," Brecelj, Rok"
2019,499,37:50:38 h ," Prenant, Alexandre"
2019,500,37:51:48 h ," Degueurse, Thomas"
2019,501,37:51:53 h ," Moulin, Guillaume"
2019,502,37:54:10 h ," Avots, Arnis"
2019,503,37:55:13 h ," Etxeberria Kintana, Aitor"
2019,504,37:55:28 h ," Perello Palliser, Pedro Miguel"
2019,505,37:56:57 h ," Wakimura, Naoki"
2019,506,37:57:13 h ," Zosso, Francois"
2019,507,37:57:17 h ," Le Porho, Frederic"
2019,508,37:58:33 h ," Tschirret, Philippe"
2019,509,37:59:51 h ," Blondel, Frederic"
2019,510,38:00:45 h ," Cheng, Yuan-Chao"
2019,511,38:00:56 h ," Yao, Ying"
2019,512,38:02:29 h ," Peck, Martin"
2019,513,38:04:07 h ," Grassart, Benjamin"
2019,514,38:05:15 h ," Delbecq, Pierre"
2019,515,38:06:38 h ," Ferri, Andrea Pietro Paolo"
2019,516,38:07:23 h ," Gover, Richard"
2019,517,38:10:11 h ," Georgescu, Laurentiu"
2019,518,38:10:14 h ," Grandclement, Ludovic"
2019,519,38:12:06 h ," Balce, Andim Oben"
2019,520,38:13:15 h ," Mintxero Chaparro, Luis"
2019,521,38:14:46 h ," Villanueva Ricardo, Abrahan Arturo"
2019,522,38:14:47 h ," Arias Camargo, Carlos Andres"
2019,523,38:14:50 h ," Rapotan, Ionel"
2019,524,38:14:54 h ," Carr, Nathan"
2019,525,38:15:12 h ," Mahamadou, Alhassane"
2019,526,38:15:43 h ," Chavez, Anthony"
2019,527,38:16:06 h ," Lebray, David"
2019,528,38:17:06 h ," Daylor, Shaun"
2019,529,38:17:38 h ," Aho, Janne"
